102.1	"\"Myrtle Avenue, New York, NY, USA\",40.693665,-73.9640605"
103.1	"\"Olive Street, Hinesville, GA 31313, USA\",31.8489637,-81.6110628"
104.1	"\"Brooklyn, NY 11220, USA\",40.6385229,-74.0153231"
105.1	"\"4200 6th Street Southeast, Washington, DC 20032, USA\",38.829171,-76.99847919999999"
106.1	"\"Simmons Road, South Portland, ME 04106, USA\",43.6260006,-70.2528389"
107.1	"\"2100 West Tennyson Road, Hayward, CA 94545, USA\",37.63165060000001,-122.0917929"
108.1	"\"Hemlock Point Road, Princeton, ME 04668, USA\",45.2409154,-67.5777794"
109.1	"\"7700 Springridge Road Northeast, Bainbridge Island, WA 98110, USA\",47.6325592,-122.5691117"
110.1	"\"3187 East Point Street, East Point, GA 30344, USA\",33.6684652,-84.445791"
111.1	"\"9404 Pico Vista Road, Downey, CA 90240, USA\",33.948129,-118.097184"
112.1	"\"South Arizona Avenue & East Germann Road, Chandler, AZ 85286, USA\",33.2767652,-111.8415029"
113.1	"\"Buford Highway Northeast, Atlanta, GA 30345, USA\",33.8632385,-84.3060505"
114.1	"\"900 Cottonwood Circle Trailer Park, Corsicana, TX 75110, USA\",32.0799804,-96.474469"
115.1	"\"Corona, CA 92879, USA\",33.8813831,-117.5378439"
116.1	"\"3500 Windcliff Drive Southeast, Marietta, GA 30067, USA\",33.915735,-84.484134"
117.1	"\"Silver Lane & Glencoe Drive, Huntington Beach, CA 92647, USA\",33.7242964,-117.9936609"
119.1	"\"6500 Hawkeye Court, Houston, TX 77049, USA\",29.8200262,-95.2056697"
120.1	"\"1402 West Buckeye Avenue, Spokane, WA 99205, USA\",47.68289,-117.432644"
121.1	"\"3501 Foster Avenue, Brooklyn, NY 11210, USA\",40.6389339,-73.9432368"
122.1	"\"4742 Brookhaven Road, Macon, GA 31206, USA\",32.8171869,-83.719894"
123.1	"\"Main Street & Jefferson Street, Waldoboro, ME 04572, USA\",44.0953197,-69.37559499999999"
124.1	"\"Ala Wai Boulevard, Honolulu, HI 96815, USA\",21.2827763,-157.8270966"
125.1	"\"1300 Esther Drive, Boulder City, NV 89005, USA\",35.9680496,-114.83815"
126.1	"\"East McDowell Road & North 26th Place, Phoenix, AZ 85008, USA\",33.4657807,-112.0248354"
127.1	"\"3800 Fleetwood Street, Carlsbad, NM 88220, USA\",32.3743389,-104.2269252"
128.1	"\"2400 North Avers Avenue, Chicago, IL 60647, USA\",41.924587,-87.7230969"
129.1	"\"San Juan Avenue & Jammes Road, Jacksonville, FL 32210, USA\",30.282048,-81.74782929999999"
130.1	"\"6130 Chattahoochee Street, Lula, GA 30554, USA\",34.3911826,-83.662026"
131.1	"\"Washington Avenue, Miami Beach, FL 33139, USA\",25.7820438,-80.1326199"
132.1	"\"South Ocean Boulevard, Boca Raton, FL 33432, USA\",26.3358316,-80.0735993"
133.1	"\"100 Evergreen Street, Harrisburg, PA 17104, USA\",40.264224,-76.870595"
134.1	"\"1500 Indiana Avenue, Woodbridge, VA 22191, USA\",38.6239703,-77.2631849"
135.1	"\"Reed Street, Waycross, GA 31501, USA\",31.20891799999999,-82.3462909"
136.1	"\"3640 East Cork Street, Kalamazoo, MI 49001, USA\",42.26084549999999,-85.5330805"
137.1	"\"6613 West 15th Place, Sioux Falls, SD 57106, USA\",43.54167229999999,-96.8064607"
138.1	"\"Cascade Rd@4375, Georgia 30331, USA\",33.734256,-84.53226599999999"
139.1	"\"245 Watkins Road, Drummonds, TN 38023, USA\",35.433689,-89.896817"
140.1	"\"Warwick Drive, Jonesboro, GA 30236, USA\",33.543152,-84.336164"
141.1	"\"318 Penny Lane Southeast, Marietta, GA 30067, USA\",33.9303684,-84.5058641"
142.1	"\"New Orleans, LA 70112, USA\",29.95957689999999,-90.0770127"
143.1	"\"500 North Madeira Street, Baltimore, MD 21205, USA\",39.2966104,-76.585771"
144.1	
145.1	"\"Plaza Drive, Scarborough, ME 04074, USA\",43.5928123,-70.33300969999999"
146.1	"\"7800 High View Drive, Indianapolis, IN 46236, USA\",39.8970085,-85.94111989999999"
147.1	"\"Conroe, TX 77301, USA\",30.3120301,-95.42537569999999"
148.1	"\"429 North Highland Avenue Northeast, Atlanta, GA 30307, USA\",33.7655406,-84.3540144"
149.1	"\"200 Jamacha Road, El Cajon, CA 92019, USA\",32.7940615,-116.9354537"
150.1	"\"2200 Flat Shoals Road Southeast, Atlanta, GA 30316, USA\",33.7234,-84.31758900000001"
151.1	"\"East Vía Linda & North 136th Street, Scottsdale, AZ 85259, USA\",33.5896002,-111.7874351"
152.1	"\"St Vincent's Hospital, Birmingham, AL 35205, USA\",33.50702,-86.78764"
153.1	"\"681 River Avenue, Gardiner, ME 04345, USA\",44.184342,-69.757122"
154.1	"\"Broadway Avenue & Randolph Avenue, Coalton, WV 26257, USA\",38.8966095,-79.967997"
155.1	"\"Hogan Road, Deatsville, AL 36022, USA\",32.6164161,-86.33664859999999"
156.1	"\"Mesa, AZ 85213, USA\",33.4525494,-111.7674282"
158.1	"\"Fresno, CA 93728, USA\",36.7545601,-119.8207615"
159.1	"\"400 West Guinida Lane, Anaheim, CA 92805, USA\",33.8140755,-117.9119062"
160.1	"\"Aurora Ave N & N 90th St, Seattle, WA 98103, USA\",47.6939621,-122.344666"
161.1	"\"Carter St @ Leach St, Atlanta, GA 30314, USA\",33.7564,-84.414"
162.1	"\"1806 Minot Avenue, Auburn, ME 04210, USA\",44.080489,-70.306483"
163.1	"\"Spring Street & Brackett Street, Portland, ME 04102, USA\",43.6500767,-70.26549709999999"
164.1	"\"3576 Beulah Road, Columbus, OH 43224, USA\",40.037853,-82.993954"
165.1	"\"Buffalo Creek Road, Man, WV 25635, USA\",37.7427572,-81.8766361"
166.1	"\"7700 East Garfield Street, Scottsdale, AZ 85257, USA\",33.4568604,-111.9138938"
167.1	"\"8300 Folsom Boulevard, Sacramento, CA 95826, USA\",38.5473198,-121.401177"
168.1	"\"10000 Lanshire Drive, Austin, TX 78758, USA\",30.3832981,-97.70756430000002"
169.1	"\"Main Street, Albion, ME, USA\",44.5361961,-69.4165811"
170.1	"\"190 West Valencia Road, Tucson, AZ 85706, USA\",32.134658,-110.970366"
171.1	"\"416 East State Avenue, Meridian, ID 83642, USA\",43.613206,-116.386605"
172.1	"\"6500 Brooklyn Avenue, San Diego, CA 92114, USA\",32.7131601,-117.0580331"
173.1	"\"7500 Reedy Creek Road, Charlotte, NC 28215, USA\",35.25547030000001,-80.6465304"
174.1	"\"1304 4th Street, Eureka, CA 95501, USA\",40.8037199,-124.1569994"
175.1	"\"North Alexander Street Northeast, Buford, GA 30518, USA\",34.1207144,-84.0092438"
176.1	"\"1900 East 122nd Street, Compton, CA 90222, USA\",33.9216857,-118.2390029"
177.1	"\"West Valencia Road & South Wade Road, Tucson, AZ 85757, USA\",32.1333461,-111.1145515"
178.1	"\"12800 South Cookacre Street, Compton, CA 90221, USA\",33.9060553,-118.1947991"
179.1	"\"412 Arkansas 9, Salem, AR 72576, USA\",36.3828049,-91.8129135"
180.1	"\"500 South Citrus Avenue, Azusa, CA 91702, USA\",34.1141153,-117.8901768"
181.1	"\"2401 South Park Street, Madison, WI 53713, USA\",43.0398243,-89.3934774"
182.1	"\"Falls Road Veterinary Clinic: Chaplin David DVM, 475 Farmington Falls Road, Farmington, ME 04938, USA\",44.6484987,-70.1200988"
183.1	"\"6600 Palma Circle, Yorba Linda, CA 92886, USA\",33.8662953,-117.7878782"
184.1	"\"Chugiak, AK 99567, USA\",61.263685,-148.8634567"
185.1	"\"Olive Street, Hinesville, GA 31313, USA\",31.8489637,-81.6110628"
186.1	"\"North 19th Avenue, Phoenix, AZ 85015, USA\",33.5184969,-112.099959"
187.1	"\"16 Nottingham Court, Kennebunk, ME 04043, USA\",43.3929793,-70.5656127"
188.1	"\"1300 Esther Drive, Boulder City, NV 89005, USA\",35.9680496,-114.83815"
189.1	"\"Capitol Ave @ Memorial Dr, Atlanta, GA 30312, USA\",33.746314,-84.387667"
190.1	"\"Bronx, NY 10460, USA\",40.841618,-73.8801301"
191.1	"\"Madison Avenue & East 125th Street, New York, NY 10035, USA\",40.8057465,-73.94064"
192.1	"\"Fort Hood, TX, USA\",31.13633149999999,-97.7797049"
193.1	"\"Ulatis Drive, Vacaville, CA 95687, USA\",38.3570231,-121.9493427"
194.1	"\"41 East Post Road, White Plains, NY 10601, USA\",41.0260414,-73.7697237"
195.1	"\"48 North Hunt Drive, Mesa, AZ 85203, USA\",33.41561799999999,-111.7980912"
196.1	"\"5726 North Elgin Street, Spokane, WA 99205, USA\",47.71056799999999,-117.441402"
197.1	"\"2408 Northeast 26th Street, Oklahoma City, OK 73111, USA\",35.496514,-97.46877800000001"
198.1	"\"1300 Lewis Sailors Road, Jefferson, GA 30549, USA\",34.1386115,-83.6626696"
199.1	"\"Eubank @ Constitution, Albuquerque, NM 87112, USA\",35.095837,-106.532915"
200.1	"\"North 59th Avenue & West Colter Street, Glendale, AZ 85301, USA\",33.5128427,-112.1863168"
201.1	"\"San Francisco, CA 94124, USA\",37.7304167,-122.384425"
203.1	"\"400 4th Street Southwest, Wadena, MN 56482, USA\",46.4402489,-95.14428570000001"
204.1	"\"West 14th Avenue, Greenville, NC 27834, USA\",35.6084387,-77.38586029999999"
205.1	"\"Edgewood Road, Columbus, GA 31906, USA\",32.4920756,-84.9448154"
206.1	"\"3001 Ruston Way, Tacoma, WA 98402, USA\",47.2797258,-122.4747625"
207.1	"\"800 111th Street South, Parkland, WA 98444, USA\",47.1561731,-122.4435489"
208.1	"\"Apache-Sitgreaves National Forest, North Central Avenue & West Cooley Street, Show Low, AZ 85901, USA\",34.2531729,-110.042623"
209.1	"\"90 Lawton Street, Springfield, MA 01109, USA\",42.1171187,-72.5276196"
210.1	"\"622 South Harbor Boulevard, Santa Ana, CA 92704, USA\",33.7390191,-117.9205656"
211.1	"\"2805 Washington Road, Augusta, GA 30909, USA\",33.51047399999999,-82.02859699999999"
212.1	"\"800 51st Street Northeast, Washington, DC 20019, USA\",38.899978,-76.927824"
213.1	"\"435 South Ellsworth Road, Mesa, AZ 85208, USA\",33.4068402,-111.6306696"
214.1	"\"Stanislaus National Forest, Moran Road & Dawyn Drive, Arnold, CA 95223, USA\",38.2556599,-120.3309152"
215.1	"\"Interstate 575, Canton, GA 30115, USA\",34.1563884,-84.5118164"
216.1	"\"Solon, OH, USA\",41.3897764,-81.44122589999999"
217.1	"\"6300 East 39th Avenue, Denver, CO 80207, USA\",39.770626,-104.914708"
218.1	"\"1830 Eagle Crest Way, Clallam Bay, WA 98326, USA\",48.240014,-124.289004"
219.1	"\"800 York Street, Cincinnati, OH 45214, USA\",39.1171621,-84.52710599999999"
220.1	"\"9601 Manchester Road, Saint Louis, MO 63119, USA\",38.60930500000001,-90.36577"
221.1	"\"East Side Learning Center, 740 York Avenue, Saint Paul, MN 55106, USA\",44.9680755,-93.0687408"
222.1	"\"1107 Gillette Drive, Little Rock, AR 72227, USA\",34.762518,-92.368242"
223.1	"\"190 Bath Road, Brunswick, ME 04011, USA\",43.9075244,-69.9152239"
224.1	"\"473 East 52nd Street, Brooklyn, NY 11203, USA\",40.649112,-73.927847"
225.1	"\"Old Fegenbush Lane, Louisville, KY 40228, USA\",38.1514003,-85.6287548"
226.1	"\"Wildflower Drive, Antioch, CA 94531, USA\",37.9921983,-121.7805357"
227.1	"\"Drive, Little Rock, AR 72211, USA\",34.7512161,-92.419843"
228.1	"\"East Griffin Avenue, Attapulgus, GA 39815, USA\",30.748212,-84.47346519999999"
229.1	"\"Bobolink Lane, Lamoine, ME 04605, USA\",44.5151989,-68.32561009999999"
230.1	"\"100 U.S. 46 #01, Mountain Lakes, NJ 07046, USA\",40.8836331,-74.45924509999999"
231.1	"\"6011 Short Selzer Road, Evansville, IN 47712, USA\",37.954698,-87.64854"
232.1	"\"Mahoney Hill Road, Bingham, ME 04920, USA\",45.0375976,-69.820422"
233.1	"\"Olive Street, Hinesville, GA 31313, USA\",31.8489637,-81.6110628"
234.1	"\"Harriet Avenue & West 24th Street, Minneapolis, MN 55405, USA\",44.959123,-93.28546"
235.1	"\"8900 South Marshfield Avenue, Chicago, IL 60620, USA\",41.7316185,-87.66416869999999"
236.1	"\"600 North Anna Drive, Anaheim, CA 92805, USA\",33.8455496,-117.8963716"
237.1	"\"Brooklyn, NY 11220, USA\",40.6385229,-74.0153231"
238.1	"\"Los Angeles, CA 90004, USA\",34.0748887,-118.3082034"
239.1	"\"100 East Wakefield Avenue, Anaheim, CA 92802, USA\",33.7992826,-117.9064695"
240.1	"\"2506 West Grand Street, Springfield, MO 65802, USA\",37.196915,-93.326792"
241.1	"\"Houston, TX 77051, USA\",29.6627223,-95.3782513"
242.1	"\"Buellton, CA, USA\",34.613597,-120.1926505"
243.1	"\"Woodward Street, Austin, TX 78704, USA\",30.2265189,-97.7536301"
244.1	"\"1300 Esther Drive, Boulder City, NV 89005, USA\",35.9680496,-114.83815"
245.1	"\"Boise Airport (BOI), 3201 Airport Way, Boise, ID 83705, USA\",43.5704772,-116.2209744"
246.1	"\"Northeast Parvin Road & North Corrington Avenue, Kansas City, MO 64117, USA\",39.1687226,-94.49624279999999"
247.1	"\"Valley Road, Somerville, ME 04348, USA\",44.2417743,-69.4454394"
248.1	"\"Augusta, GA 30904, USA\",33.4775837,-82.013465"
249.1	"\"4800 Vir Mar Street, Fair Oaks, CA 95628, USA\",38.6545619,-121.2876463"
250.1	"\"Fairview Avenue, Dover-Foxcroft, ME 04426, USA\",45.188583,-69.220298"
251.1	"\"Downey County Court, 7500 Imperial Highway, Downey, CA 90242, USA\",33.927278,-118.160074"
252.1	"\"745 Main Street, South Portland, ME 04106, USA\",43.6178892,-70.3082384"
253.1	"\"Boise Airport (BOI), 3201 Airport Way, Boise, ID 83705, USA\",43.5704772,-116.2209744"
254.1	"\"Interstate 16, Georgia, USA\",32.4161739,-82.38289700000001"
255.1	"\"304 Courtney Drive Southwest, Decatur, AL 35603, USA\",34.5558817,-86.9855631"
256.1	"\"1411 West 16th Avenue, Pine Bluff, AR 71603, USA\",34.213302,-92.0166795"
257.1	"\"976 Cascade Avenue Southwest, Atlanta, GA 30311, USA\",33.72834,-84.44189899999999"
258.1	"\"West Casino Road & 5th Avenue West, Everett, WA 98204, USA\",47.9218492,-122.2404898"
259.1	"\"4608 Brockton Drive, Raleigh, NC 27604, USA\",35.843414,-78.5970339"
260.1	
261.1	"\"13600 Northeast 12th Street, Bellevue, WA 98005, USA\",47.62087100000001,-122.1572194"
262.1	"\"Naco, AZ, USA\",31.3353801,-109.9481297"
263.1	"\"5 Widefield Boulevard, Colorado Springs, CO 80911, USA\",38.736251,-104.728952"
264.1	"\"4344 Bowman Street, Farmingdale, ME 04344, USA\",44.2470843,-69.7876157"
265.1	"\"1485 West 46th Street, Hialeah, FL 33012, USA\",25.8642272,-80.3117666"
266.1	"\"Duluth, GA, USA\",34.0028786,-84.1446376"
267.1	"\"Olive Street, Hinesville, GA 31313, USA\",31.8489637,-81.6110628"
268.1	"\"400 North Progress Road, Spokane Valley, WA 99037, USA\",47.66068840000001,-117.2019872"
269.1	"\"1523 East Main Street, Cushing, OK 74023, USA\",35.984896,-96.7458132"
270.1	"\"3800 South Mountain View Drive Southeast, Albany, OR 97322, USA\",44.60790679999999,-123.0676611"
271.1	"\"Harrison Avenue & Tacoma Avenue, Sunnyside, WA 98944, USA\",46.3199139,-120.003554"
272.1	"\"Juneau, AK, USA\",58.3019444,-134.4197222"
273.1	"\"Port Allen, LA 70767, USA\",30.4751202,-91.3276422"
274.1	"\"Independence Avenue & Brooklyn Avenue, Kansas City, MO 64124, USA\",39.1064778,-94.5556723"
275.1	"\"2600 East Silver Street, Tucson, AZ 85716, USA\",32.2532149,-110.9332087"
276.1	
277.1	"\"Forest Avenue, Portland, ME, USA\",43.6907888,-70.29817240000001"
278.1	"\"23700 48th Avenue West, Mountlake Terrace, WA 98043, USA\",47.7838028,-122.2976363"
279.1	"\"100 Arthur Street, Pueblo, CO 81004, USA\",38.2683316,-104.6325798"
280.1	"\"6100 6th Avenue, Tacoma, WA 98406, USA\",47.2554339,-122.5191172"
281.1	"\"Frazier Road, Medway, ME 04460, USA\",45.7372266,-68.58372039999999"
283.1	"\"Bayview Isle Drive, Islamorada, FL 33036, USA\",24.9625336,-80.5917238"
284.1	"\"Benthollow Lane, Duluth, GA 30096, USA\",33.9955542,-84.15481969999999"
285.1	"\"College Park, GA, USA\",33.6534427,-84.4493725"
286.1	"\"New Orleans, LA 70112, USA\",29.95957689999999,-90.0770127"
287.1	"\"8201 East Santa Ana Canyon Road, Anaheim, CA 92808, USA\",33.8687851,-117.7464985"
288.1	
289.1	"\"7000 Bissonnet Street, Houston, TX 77074, USA\",29.6888207,-95.504922"
290.1	"\"North Loop 336 West, Conroe, TX 77301, USA\",30.3326516,-95.4835516"
291.1	"\"East Smith Street & Railroad Avenue North, Kent, WA 98032, USA\",47.3832618,-122.2323438"
292.1	"\"500 Poplar Avenue, San Bruno, CA 94066, USA\",37.6223059,-122.4141747"
293.1	"\"Kellogg Street & Walnut Street, Suisun City, CA 94585, USA\",38.23443839999999,-122.039438"
294.1	"\"Macon, GA 31204, USA\",32.8519904,-83.67910979999999"
295.1	"\"Parkview Homes Exd, Athens, GA 30605, USA\",33.9521315,-83.380494"
296.1	"\"3300 West Wagoner Road, Phoenix, AZ 85053, USA\",33.6532816,-112.1301429"
297.1	"\"139 Penobscot Street, Rumford, ME 04276, USA\",44.5486352,-70.5508535"
298.1	"\"Ridgecrest, CA, USA\",35.6224561,-117.6708966"
300.1	"\"15071 7th Avenue Northeast, Seattle, WA 98125, USA\",47.7152555,-122.3220009"
301.1	"\"Covington Highway, Avondale Estates, GA 30002, USA\",33.773512,-84.25739030000001"
302.1	"\"Six Rivers National Forest, California 36 & Lower Mad River Road, Mad River, CA 95552, USA\",40.44445169999999,-123.4951419"
303.1	"\"16098 East Ithaca Place, Aurora, CO 80013, USA\",39.6525078,-104.7825763"
304.1	"\"Macon Highway, Athens, GA 30606, USA\",33.9073697,-83.402326"
305.1	"\"Webster Avenue & East 187th Street, Bronx, NY 10458, USA\",40.8588388,-73.8939247"
306.1	"\"57 Western Avenue, Augusta, ME 04330, USA\",44.3120287,-69.7865238"
307.1	"\"Union Hills Dr & 12th St, Phoenix, AZ 85024, USA\",33.654958,-112.057487"
